Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Note
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","0.6","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","0.8","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","0.9","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","1","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","0.9","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","1","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","0.2","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","0.3","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","0.3","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.4","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","0.3","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","0.4","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","0.2","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","0.3","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","0.3","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.4","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","0.4","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","0.4","FAO data"
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20092011","2009-2011","%","40.2",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20102012","2010-2012","%","42.9",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20112013","2011-2013","%","38.1",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20122014","2012-2014","%","39",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20132015","2013-2015","%","38.4",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20142016","2014-2016","%","37.9",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20152017","2015-2017","%","35.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20162018","2016-2018","%","32.9",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20172019","2017-2019","%","31.9",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20182020","2018-2020","%","31.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20092011","2009-2011","%","17.2",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20102012","2010-2012","%","17.2",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20112013","2011-2013","%","17.3",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20122014","2012-2014","%","17.3",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20132015","2013-2015","%","17.4",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20142016","2014-2016","%","17.4",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20152017","2015-2017","%","17.4",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20162018","2016-2018","%","17.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20172019","2017-2019","%","17.5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20182020","2018-2020","%","17.7",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20192021","2019-2021","%","17.8",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20092011","2009-2011","%","4",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20102012","2010-2012","%","3",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20112013","2011-2013","%","3",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20122014","2012-2014","%","4",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20132015","2013-2015","%","5",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20142016","2014-2016","%","7",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20152017","2015-2017","%","9",""
